reqId	ON	DN	ST	Rev	TrT
6073	7284	2703	33	522	18
6074	1137	948	34	350	12
6075	3276	7651	34	338	12
6076	2176	2339	35	469	16
6077	2170	2781	35	305	11
6078	2674	3205	35	312	11
6079	1613	4855	35	348	12
6080	2821	1676	36	299	10
6081	9040	1182	36	393	14
6082	2812	1850	36	643	22
6083	1588	611	36	631	22
6084	1149	3339	37	317	11
6085	799	1479	38	305	11
6086	4389	2545	38	326	11
6087	2910	1256	38	486	17
6088	9441	2515	39	314	11
6089	2170	7650	39	350	12
6090	2699	401	40	471	16
6091	896	1479	40	335	12
6092	1604	2711	40	343	12
6093	2284	2549	40	320	11
6094	1520	249	40	328	11
6095	2585	7669	41	453	16
6096	2392	1667	41	442	15
6097	9046	5520	41	334	12
6098	2397	9912	42	385	13
6099	789	4831	43	430	15
6100	1914	522	43	327	11
6101	2613	2690	43	503	17
6102	1604	5362	43	451	16
6103	1590	1415	43	409	14
6104	1851	7651	43	427	15
6105	3024	2552	44	314	11
6106	1613	4856	44	351	12
6107	6999	1249	44	574	20
6108	1591	3598	44	359	12
6109	873	1349	45	335	12
6110	240	831	45	372	13
6111	1611	2543	45	295	10
6112	2170	2646	45	386	13
6113	327	556	46	370	13
6114	793	598	46	600	20
6115	3276	4849	46	396	14
6116	7005	1544	47	371	13
6117	1368	4336	47	287	10
6118	2700	2996	47	321	11
6119	438	6794	47	292	10
6120	1405	2682	47	357	12
6121	960	916	48	543	19
6122	419	3339	49	324	11
6123	1880	2194	49	416	14
6124	1960	1531	49	316	11
6125	3607	3094	49	294	10
6126	1385	2356	49	635	22
6127	2770	2277	50	264	9
6128	897	1481	51	324	11
6129	2324	928	51	337	12
6130	1603	3216	52	376	13
6131	3149	892	52	294	10
6132	438	5021	52	281	10
6133	2190	349	52	395	14
6134	17	1918	52	333	12
6135	1590	3708	52	515	18
6136	8380	4437	52	433	15
6137	2168	1255	53	533	18
6138	2824	1233	53	357	12
6139	781	5844	53	515	18
6140	2167	249	53	499	17
6141	1615	1232	53	341	12
6142	2584	2053	53	445	15
6143	790	3708	53	575	20
6144	814	3339	54	327	11
6145	817	395	54	470	16
6146	3269	3464	54	592	20
6147	3494	1170	56	394	14
6148	1150	1655	56	402	14
6149	639	258	57	538	18
6150	1585	3453	57	577	20
6151	6999	1544	57	370	13
6152	1751	2475	57	461	16
6153	2089	3243	58	488	17
6154	2531	2392	59	375	13
6155	710	1209	60	461	16
6156	1385	2513	61	262	9
6157	1194	1257	62	435	15
6158	1753	523	62	298	10
6159	1440	5216	62	314	11
6160	7296	4855	62	512	18
6161	2101	1246	63	514	18
6162	2390	4841	63	440	15
6163	815	543	64	310	11
6164	685	659	65	317	11
6165	1404	514	65	303	11
6166	14	658	65	422	15
6167	9040	1381	65	414	14
6168	3238	3286	66	332	12
6169	8540	384	66	312	11
6170	1604	4731	67	272	10
6171	548	3844	67	357	12
6172	856	2982	68	364	13
6173	549	5230	68	291	10
6174	2775	10436	68	361	13
6175	1927	3073	68	248	9
6176	7081	62	68	293	10
6177	3058	7644	69	354	12
6178	727	3277	69	261	9
6179	8892	3587	69	309	11
6180	1043	2316	71	307	11
6181	6716	489	71	412	14
6182	897	5362	71	552	19
6183	3176	2846	71	340	12
6184	2403	258	72	621	21
6185	469	246	72	574	20
6186	56	2592	72	275	10
6187	3192	658	72	383	13
6188	1765	10158	73	332	12
6189	11	3895	73	291	10
6190	1532	6956	73	310	11
6191	2096	3337	73	518	18
6192	503	2778	73	364	13
6193	224	2125	73	291	10
6194	788	4834	74	450	15
6195	953	224	74	470	16
6196	2682	3464	74	344	12
6197	2694	2096	75	290	10
6198	2586	3430	75	444	15
6199	2627	1688	76	351	12
6200	2030	2335	76	418	14
6201	514	3439	76	350	12
6202	3238	362	76	322	11
6203	945	7242	76	347	12
6204	379	10159	77	401	14
6205	2847	2323	77	320	11
6206	1603	2321	77	232	8
6207	1776	1689	77	347	12
6208	807	2996	77	351	12
6209	3569	70	78	311	11
6210	9023	948	78	370	13
6211	578	1605	78	404	14
6212	952	1588	78	275	10
6213	2666	3528	78	333	12
6214	941	10159	78	374	13
6215	1593	6851	78	317	11
6216	726	7412	78	282	10
6217	376	63	78	393	14
6218	1272	831	78	261	9
6219	6002	4024	78	391	14
6220	2743	2769	78	272	10
6221	1963	2036	79	319	11
6222	3588	224	79	315	11
6223	939	3923	79	347	12
6224	2124	2770	79	273	10
6225	3074	3176	79	252	9
6226	3588	2758	79	290	10
6227	1393	1737	79	366	13
6228	355	4336	80	341	12
6229	2324	1872	80	395	14
6230	1034	10158	80	315	11
6231	1601	5287	80	314	11
6232	2335	823	80	248	9
6233	3075	6402	80	266	9
6234	2985	4071	80	294	10
6235	816	578	81	432	15
6236	624	2894	81	328	11
6237	4907	8870	81	339	12
6238	1067	838	81	314	11
6239	2680	3921	81	396	14
6240	26	10159	81	357	12
6241	956	735	81	298	10
6242	10519	3123	81	312	11
6243	3547	353	81	315	11
6244	2309	2907	81	505	17
6245	4336	2610	82	280	10
6246	2756	2720	82	256	9
6247	363	268	82	334	12
6248	3438	1035	82	329	11
6249	3146	9471	82	318	11
6250	1777	8621	82	299	10
6251	729	3082	82	290	10
6252	5490	10159	82	299	10
6253	553	2189	82	371	13
6254	3023	2335	83	331	12
6255	7695	823	83	262	9
6256	2240	6014	83	293	10
6257	365	462	83	311	11
6258	663	2675	84	374	13
6259	575	1618	84	341	12
6260	3056	3641	84	253	9
6261	3074	2756	84	253	9
6262	5999	10159	84	300	10
6263	550	3436	84	386	13
6264	8879	2754	84	521	18
6265	374	3169	84	310	11
6266	3091	3438	84	362	13
6267	890	1171	84	325	11
6268	6479	2961	84	278	10
6269	3091	457	84	357	12
6270	2513	2336	84	382	13
6271	376	3177	84	377	13
6272	523	799	84	285	10
6273	1532	7482	85	363	13
6274	886	247	85	357	12
6275	553	3846	85	402	14
6276	370	1477	85	345	12
6277	525	1790	85	317	11
6278	375	7692	86	398	14
6279	389	462	86	329	11
6280	2793	728	86	391	14
6281	247	5942	86	406	14
6282	57	5067	86	378	13
6283	3091	10159	86	370	13
6284	2603	10159	86	239	8
6285	2310	578	86	380	13
6286	362	2754	86	361	13
6287	46	3194	86	272	10
6288	1195	728	86	286	10
6289	3091	1069	86	384	13
6290	57	3921	87	370	13
6291	2377	2610	87	282	10
6292	1170	3076	87	264	9
6293	374	7692	87	395	14
6294	5988	3949	87	355	12
6295	3391	1688	87	359	12
6296	2931	1742	88	342	12
6297	3282	1069	88	313	11
6298	554	2828	88	292	10
6299	2625	709	88	273	10
6300	1105	1573	88	325	11
6301	928	3949	89	318	11
6302	3394	3708	89	633	22
6303	777	1394	89	368	13
6304	10024	3495	89	338	12
6305	2082	1742	89	308	11
6306	1762	573	89	327	11
6307	2629	1689	89	365	13
6308	648	2981	89	425	15
6309	1934	10159	89	320	11
6310	7387	1065	90	307	11
6311	674	2531	90	318	11
6312	1035	2316	90	295	10
6313	3056	5943	90	260	9
6314	5517	3921	90	364	13
6315	2658	1688	90	384	13
6316	2620	4246	90	297	10
6317	1612	2332	90	271	10
6318	2110	3480	90	393	14
6319	2672	2335	90	389	13
6320	648	3280	91	314	11
6321	1617	8618	91	360	12
6322	2616	3480	91	285	10
6323	3021	1690	91	311	11
6324	365	3949	91	352	12
6325	1767	10159	91	349	12
6326	8439	3437	91	295	10
6327	2819	3552	92	423	15
6328	2940	6958	92	269	9
6329	371	1889	92	314	11
6330	445	3588	92	333	12
6331	2855	8904	92	330	11
6332	2609	3919	92	275	10
6333	765	2312	92	339	12
6334	3055	1157	92	247	9
6335	755	3073	92	221	8
6336	2756	5487	92	295	10
6337	2316	765	92	341	12
6338	3524	457	92	348	12
6339	3670	266	93	350	12
6340	3333	3395	93	300	10
6341	5292	2593	93	343	12
6342	549	2958	93	336	12
6343	2594	6800	93	201	7
6344	3293	3056	93	411	14
6345	3221	2237	93	481	17
6346	3198	231	93	376	13
6347	956	3612	93	320	11
6348	2610	726	93	269	9
6349	364	6492	94	303	11
6350	2612	10159	94	276	10
6351	2784	3438	94	397	14
6352	3057	3793	94	256	9
6353	500	4023	94	297	10
6354	2118	4023	94	322	11
6355	3056	3569	94	315	11
6356	8341	932	94	333	12
6357	5956	7088	94	276	10
6358	7110	2549	94	360	12
6359	3601	389	94	285	10
6360	3053	2971	94	310	11
6361	2982	3529	95	395	14
6362	2650	2756	95	501	17
6363	532	660	95	411	14
6364	1328	3056	95	351	12
6365	622	185	95	321	11
6366	3524	1332	95	295	10
6367	2756	1193	95	296	10
6368	8051	1982	95	346	12
6369	1106	5974	95	295	10
6370	2756	1158	95	282	10
6371	3177	752	95	327	11
6372	7107	7270	96	284	10
6373	3025	2778	96	258	9
6374	2324	359	96	322	11
6375	824	247	96	422	15
6376	2547	6956	96	458	16
6377	7412	453	96	261	9
6378	2083	2898	96	288	10
6379	8477	1807	96	246	9
6380	296	2285	96	289	10
6381	6009	1784	96	331	12
6382	2794	1994	96	280	10
6383	5529	457	96	388	13
6384	3075	629	96	255	9
6385	2066	252	96	342	12
6386	2513	1689	96	302	11
6387	1928	3619	97	294	10
6388	2350	452	97	282	10
6389	2824	3529	97	267	9
6390	62	3159	97	294	10
6391	1155	3921	97	306	11
6392	365	6402	97	356	12
6393	3598	1916	97	366	13
6394	3285	3389	97	313	11
6395	2736	1069	97	259	9
6396	536	3144	97	419	14
6397	2651	10201	97	334	12
6398	1448	2351	97	271	10
6399	931	246	97	284	10
6400	2972	3949	97	311	11
6401	3057	2609	97	260	9
6402	3483	366	97	340	12
6403	62	4908	98	244	9
6404	318	452	98	304	11
6405	8108	1170	98	323	11
6406	296	2780	98	424	15
6407	727	2963	99	274	10
6408	2927	247	99	294	10
6409	2611	1243	99	434	15
6410	1606	7270	99	262	9
6411	2345	2976	99	319	11
6412	7694	3077	99	263	9
6413	365	3530	99	337	12
6414	949	2329	99	316	11
6415	846	1069	99	453	16
6416	7289	3623	100	458	16
6417	3516	8829	100	271	10
6418	369	1067	100	380	13
6419	3025	6794	100	264	9
6420	921	448	100	327	11
6421	1794	3173	100	369	13
6422	3151	1744	100	334	12
6423	2756	1808	100	283	10
6424	297	2348	100	292	10
6425	1043	4805	101	295	10
6426	3547	1928	101	324	11
6427	9	2878	101	413	14
6428	3073	1069	101	264	9
6429	3284	728	101	302	11
6430	2671	6865	101	351	12
6431	1597	46	101	236	8
6432	7410	2778	101	290	10
6433	806	3706	101	509	17
6434	436	447	101	285	10
6435	8904	1066	101	358	12
6436	10358	6398	101	260	9
6437	2778	1193	101	302	11
6438	78	2706	101	262	9
6439	3335	367	101	420	14
6440	633	2533	102	333	12
6441	903	837	102	282	10
6442	2847	6399	102	359	12
6443	2754	3573	102	366	13
6444	885	1063	102	319	11
6445	14	1430	102	339	12
6446	2709	2758	102	283	10
6447	553	3923	102	516	18
6448	3094	4024	102	378	13
6449	1686	362	102	326	11
6450	3081	4335	103	314	11
6451	2669	184	103	290	10
6452	2982	1067	103	425	15
6453	956	1587	103	290	10
6454	1015	6862	103	280	10
6455	3284	4841	103	308	11
6456	3267	62	103	198	7
6457	3056	1514	103	297	10
6458	1174	2778	103	273	10
6459	2709	274	103	241	9
6460	5487	1449	104	283	10
6461	1796	3431	104	278	10
6462	433	2778	104	276	10
6463	3070	1062	104	240	8
6464	7655	1904	104	447	15
6465	2625	728	104	354	12
6466	5506	2755	104	371	13
6467	379	2335	104	377	13
6468	2081	659	104	351	12
6469	363	1069	105	360	12
6470	365	660	105	353	12
6471	1603	5286	105	302	11
6472	3793	1448	105	263	9
6473	578	362	105	388	13
6474	569	2309	105	354	12
6475	1015	4031	105	307	11
6476	955	6914	105	372	13
6477	4904	3480	106	244	9
6478	4222	3509	106	264	9
6479	370	2239	106	315	11
6480	1033	1068	106	320	11
6481	940	10159	106	371	13
6482	888	1069	106	340	12
6483	9224	1477	106	322	11
6484	2743	1069	106	273	10
6485	751	1069	107	330	11
6486	2798	246	108	549	19
6487	1305	3170	108	333	12
6488	4041	1811	108	309	11
6489	1688	6012	108	367	13
6490	5514	2401	108	297	10
6491	2956	2778	108	254	9
6492	858	5517	109	340	12
6493	832	247	109	402	14
6494	4337	357	109	351	12
6495	8368	3809	109	329	11
6496	2616	725	109	287	10
6497	1069	2351	109	298	10
6498	3570	2412	109	297	10
6499	2927	246	109	286	10
6500	470	4404	109	288	10
6501	939	7482	109	327	11
6502	735	5064	110	206	7
6503	2215	5066	110	374	13
6504	372	6478	110	396	14
6505	508	262	110	355	12
6506	1118	2848	110	311	11
6507	3608	1965	110	264	9
6508	2083	2761	110	343	12
6509	1928	1016	110	285	10
6510	3516	7107	110	276	10
6511	1196	2757	110	301	11
6512	3590	454	111	363	13
6513	3074	7694	111	247	9
6514	1805	2754	111	313	11
6515	2847	1139	111	239	8
6516	366	247	111	378	13
6517	2608	659	111	248	9
6518	2081	3393	111	319	11
6519	2963	6395	111	300	10
6520	2742	62	111	270	9
6521	36	1172	111	291	10
6522	3590	2402	112	309	11
6523	619	726	112	393	14
6524	3146	368	112	320	11
6525	2743	1067	112	274	10
6526	530	1740	113	354	12
6527	1068	4896	113	243	9
6528	2720	5066	113	260	9
6529	3070	5924	113	243	9
6530	2964	578	113	404	14
6531	6470	7070	113	298	10
6532	1596	246	113	443	15
6533	1688	1191	113	252	9
6534	2743	10159	113	259	9
6535	5259	1069	113	283	10
6536	2635	267	114	395	14
6537	1683	3073	114	222	8
6538	5495	1716	114	326	11
6539	17	2324	114	350	12
6540	3075	352	114	269	9
6541	3582	5072	114	274	10
6542	3148	6399	114	394	14
6543	434	8271	115	263	9
6544	2353	1067	115	294	10
6545	535	7813	115	253	9
6546	956	3495	115	324	11
6547	2212	2936	115	291	10
6548	2508	6188	115	434	15
6549	359	6402	115	337	12
6550	676	260	115	537	18
6551	6540	439	116	252	9
6552	6585	1735	116	258	9
6553	1997	3727	116	216	8
6554	3590	1760	116	280	10
6555	1767	462	116	303	11
6556	3520	2877	116	265	9
6557	3156	2337	116	289	10
6558	365	1069	116	366	13
6559	1846	451	116	357	12
6560	2498	9773	116	308	11
6561	1932	1928	117	328	11
6562	688	1111	117	260	9
6563	3115	2778	117	340	12
6564	3239	1043	117	343	12
6565	372	224	117	389	13
6566	944	3248	117	306	11
6567	2854	9330	117	323	11
6568	5956	3080	117	298	10
6569	4835	876	117	301	11
6570	370	3636	117	270	9
6571	1174	2778	117	273	10
6572	2286	1222	118	291	10
6573	4905	306	118	576	20
6574	1155	3360	118	276	10
6575	372	1445	118	365	13
6576	450	1194	118	287	10
6577	62	9744	118	374	13
6578	549	679	118	375	13
6579	435	1716	119	273	10
6580	7083	1699	119	265	9
6581	6976	456	119	322	11
6582	3292	407	119	248	9
6583	3278	1066	119	281	10
6584	445	3275	119	261	9
6585	1174	8627	120	272	10
6586	501	1068	120	362	13
6587	3810	2707	120	310	11
6588	2954	1067	120	251	9
6589	365	466	120	310	11
6590	2795	483	120	284	10
6591	2515	7599	121	282	10
6592	3365	2287	121	232	8
6593	267	3026	121	268	9
6594	9966	8627	121	277	10
6595	7070	2937	121	296	10
6596	5067	2609	121	258	9
6597	2709	1066	121	307	11
6598	2528	1119	121	314	11
6599	888	267	121	320	11
6600	3592	1717	122	418	14
6601	819	456	122	206	7
6602	6367	475	122	263	9
6603	1043	6143	122	454	16
6604	3277	1066	122	272	10
6605	6588	269	122	308	11
6606	5675	3149	122	396	14
6607	36	2956	122	318	11
6608	2185	3672	123	300	10
6609	2611	2778	123	293	10
6610	1000	2848	123	279	10
6611	4827	2594	123	391	14
6612	2004	3230	124	306	11
6613	956	293	124	287	10
6614	5529	3726	124	291	10
6615	5249	629	124	266	9
6616	7689	5922	124	263	9
6617	939	449	124	404	14
6618	1606	445	124	262	9
6619	1149	2778	124	271	10
6620	1094	2668	124	302	11
6621	2316	5490	124	291	10
6622	1328	2406	124	304	11
6623	561	3016	124	310	11
6624	370	6470	125	319	11
6625	3480	2659	125	420	14
6626	2415	1910	125	348	12
6627	365	3167	125	324	11
6628	385	3263	125	305	11
6629	2697	7547	125	280	10
6630	5675	2966	125	306	11
6631	1190	120	126	265	9
6632	3074	3949	126	248	9
6633	3151	1066	126	405	14
6634	2377	1810	126	301	11
6635	266	7070	126	333	12
6636	823	224	126	261	9
6637	4276	4854	126	493	17
6638	3073	3374	126	252	9
6639	1851	575	126	500	17
6640	8379	2183	126	278	10
6641	2120	2778	126	289	10
6642	5517	2495	126	295	10
6643	623	1994	126	268	9
6644	2975	450	127	362	13
6645	1602	7624	127	269	9
6646	8108	3248	127	418	14
6647	2109	2495	127	269	9
6648	2877	5820	127	570	19
6649	1368	2778	127	280	10
6650	67	372	127	367	13
6651	3278	1170	127	270	9
6652	1173	5034	127	270	9
6653	835	1716	127	275	10
6654	2351	1170	127	273	10
6655	3395	2778	127	292	10
6656	362	267	127	325	11
6657	775	951	127	376	13
6658	1569	69	127	372	13
6659	453	1378	128	525	18
6660	3022	10159	128	357	12
6661	2419	5922	128	301	11
6662	2741	2778	128	277	10
6663	2969	1741	128	225	8
6664	946	406	128	287	10
6665	3290	2581	128	276	10
6666	1921	3809	128	278	10
6667	7090	246	128	384	13
6668	8106	3336	128	291	10
6669	2391	2650	128	339	12
6670	888	267	128	320	11
6671	8646	2312	128	263	9
6672	3547	247	129	416	14
6673	9403	4336	129	395	14
6674	5520	3895	129	299	10
6675	1015	457	129	271	10
6676	549	7410	130	286	10
6677	9677	1729	130	328	11
6678	8444	5922	130	287	10
6679	2848	1905	130	284	10
6680	2983	1829	130	323	11
6681	7946	4907	130	284	10
6682	1596	7673	130	360	12
6683	3590	3232	130	288	10
6684	5972	3949	130	282	10
6685	2825	224	130	299	10
6686	1607	3336	130	287	10
6687	5065	3288	130	381	13
6688	369	1565	130	266	9
6689	1808	2317	130	261	9
6690	3075	1068	131	271	10
6691	1031	4257	131	334	12
6692	1625	8379	131	345	12
6693	366	3507	131	349	12
6694	1356	2964	131	296	10
6695	2278	8627	131	277	10
6696	2276	728	131	267	9
6697	449	373	131	380	13
6698	1616	8291	131	345	12
6699	1428	1927	131	298	10
6700	1054	3451	131	313	11
6701	2040	9224	132	360	12
6702	2190	3139	132	444	15
6703	372	2402	132	317	11
6704	3022	7262	132	383	13
6705	3520	62	132	321	11
6706	656	2081	132	343	12
6707	1762	1689	132	291	10
6708	566	1113	132	552	19
6709	3587	598	132	473	16
6710	1170	5990	132	448	15
6711	840	5922	133	296	10
6712	2014	374	133	306	11
6713	2512	67	133	350	12
6714	7410	5922	133	281	10
6715	2320	7096	133	241	9
6716	838	3333	133	292	10
6717	4907	1928	133	252	9
6718	1172	589	133	453	16
6719	8249	2778	133	288	10
6720	648	1157	133	283	10
6721	1527	484	133	297	10
6722	3483	1632	133	490	17
6723	274	3623	133	503	17
6724	3543	940	134	321	11
6725	492	3809	134	352	12
6726	3056	8646	134	274	10
6727	2630	65	134	388	13
6728	2957	5922	134	252	9
6729	9023	2846	134	264	9
6730	6400	8643	134	256	9
6731	318	4030	134	362	13
6732	189	459	134	405	14
6733	1610	2778	134	282	10
6734	356	1069	134	338	12
6735	372	1445	135	365	13
6736	438	3677	135	279	10
6737	3510	3388	135	282	10
6738	2697	3528	135	243	9
6739	950	5339	135	308	11
6740	5937	3925	135	286	10
6741	10137	246	135	517	18
6742	224	888	135	319	11
6743	243	2420	135	350	12
6744	3156	3438	136	304	11
6745	7293	1234	136	527	18
6746	6386	246	136	341	12
6747	7070	773	136	298	10
6748	952	1591	136	257	9
6749	2706	312	136	303	11
6750	3078	2778	137	292	10
6751	437	5922	137	285	10
6752	941	3519	137	294	10
6753	1617	246	137	357	12
6754	2276	2778	137	273	10
6755	3072	7354	137	226	8
6756	2959	1449	137	252	9
6757	2137	1905	137	290	10
6758	541	2960	137	288	10
6759	3373	9221	137	356	12
6760	535	1554	137	279	10
6761	2282	2778	138	299	10
6762	3494	3542	138	277	10
6763	1744	1482	138	359	12
6764	2183	1688	138	330	11
6765	2693	725	138	265	9
6766	2174	2839	138	351	12
6767	1477	1771	138	270	9
6768	451	8391	139	287	10
6769	355	10159	139	326	11
6770	2281	1201	139	233	8
6771	273	370	139	327	11
6772	3039	2614	139	291	10
6773	3392	3173	139	353	12
6774	1962	2765	139	241	9
6775	427	3530	139	246	9
6776	7812	3451	139	237	8
6777	2975	3232	139	269	9
6778	5066	1767	140	361	13
6779	2783	7774	140	240	8
6780	3193	2855	140	408	14
6781	2364	3237	140	270	9
6782	1397	594	140	328	11
6783	3345	3333	140	229	8
6784	864	5533	140	277	10
6785	6958	1983	141	383	13
6786	646	3078	141	271	10
6787	6483	3396	141	251	9
6788	9330	247	141	322	11
6789	8369	3373	141	289	10
6790	3589	2064	141	336	12
6791	1964	309	142	306	11
6792	7081	5922	142	306	11
6793	1356	3274	142	265	9
6794	247	1569	142	324	11
6795	1809	353	142	285	10
6796	354	1686	142	293	10
6797	2742	248	142	446	15
6798	317	454	142	283	10
6799	2009	2533	143	246	9
6800	998	916	143	583	20
6801	2705	3143	143	240	8
6802	3025	1171	143	249	9
6803	840	756	143	264	9
6804	2630	4336	143	414	14
6805	2624	7294	143	247	9
6806	6492	8643	144	204	7
6807	991	3028	144	281	10
6808	4337	130	144	323	11
6809	503	3242	144	335	12
6810	3601	3590	144	286	10
6811	6402	1618	144	316	11
6812	3044	2778	144	242	9
6813	1157	5162	144	229	8
6814	3919	4908	144	244	9
6815	8108	8627	144	325	11
6816	2967	2040	144	281	10
6817	67	9960	144	258	9
6818	1843	39	144	232	8
6819	619	2812	145	262	9
6820	2139	608	145	372	13
6821	2394	376	145	317	11
6822	1967	8284	145	436	15
6823	1069	9476	145	335	12
6824	378	637	145	313	11
6825	6794	3395	145	297	10
6826	7401	663	146	271	10
6827	500	2778	146	353	12
6828	2329	524	146	284	10
6829	2689	2677	146	334	12
6830	3040	3073	146	249	9
6831	1770	4862	146	379	13
6832	2209	1939	147	323	11
6833	1607	352	147	266	9
6834	2853	3116	147	336	12
6835	2963	661	147	261	9
6836	1845	7290	147	254	9
6837	3078	1715	147	275	10
6838	1819	5064	147	221	8
6839	2911	3483	147	211	8
6840	827	727	147	256	9
6841	1066	3090	147	372	13
6842	7070	2335	147	325	11
